timestamp,station,hour,pm25,pm10,no2,so2,co,ozone,congestion,speed,temperature,humidity,wind_speed,aqi
2026-07-19 03:43:19.659309,"Cantonment Area, Delhi - DPCC",9,38.55,95.55,17.33,2.73,39.54,15.12,23,35.55,31.0,65.03,3.93,118.61
2026-07-19 04:43:19.659309,"Cantonment Area, Delhi - DPCC",10,42.98,92.01,18.3,0.82,41.17,21.1,35,33.75,30.24,62.37,2.84,123.51
2026-07-19 05:43:19.659309,"Cantonment Area, Delhi - DPCC",11,29.47,72.58,12.47,0.52,38.17,12.87,10,37.5,29.3,61.12,4.22,114.51
2026-07-19 06:43:19.659309,"Cantonment Area, Delhi - DPCC",12,16.69,89.34,10.71,-0.58,38.31,22.8,0,39.0,32.43,76.72,4.25,114.92
2026-07-19 07:43:19.659309,"Cantonment Area, Delhi - DPCC",13,22.88,81.07,10.79,-0.37,41.62,20.18,4,38.4,29.47,61.52,4.7,124.87
2026-07-19 08:43:19.659309,"Cantonment Area, Delhi - DPCC",14,30.66,88.53,13.7,2.8,40.38,21.38,0,39.0,30.93,60.92,4.57,121.15
2026-07-19 09:43:19.659309,"Cantonment Area, Delhi - DPCC",15,21.97,85.55,11.66,1.33,41.59,16.8,0,39.0,32.66,62.55,2.44,124.77
2026-07-19 10:43:19.659309,"Cantonment Area, Delhi - DPCC",16,17.54,86.59,15.39,1.75,40.53,20.08,0,39.0,32.3,64.67,5.04,121.58
2026-07-19 11:43:19.659309,"Cantonment Area, Delhi - DPCC",17,33.17,86.36,16.09,1.38,40.66,14.35,17,36.45,27.66,60.83,3.54,121.99
2026-07-19 12:43:19.659309,"Cantonment Area, Delhi - DPCC",18,29.91,89.87,17.75,2.0,39.65,15.13,23,35.55,29.12,65.95,2.13,118.95
2026-07-19 13:43:19.659309,"Cantonment Area, Delhi - DPCC",19,29.01,89.37,18.24,2.16,38.63,19.19,15,36.75,28.73,74.06,4.49,115.9
2026-07-19 14:43:19.659309,"Cantonment Area, Delhi - DPCC",20,32.98,90.94,15.13,1.76,41.31,22.38,23,35.55,31.06,72.4,2.55,123.93
2026-07-19 15:43:19.659309,"Cantonment Area, Delhi - DPCC",21,28.23,82.2,11.2,0.51,37.07,18.54,0,39.0,28.39,61.44,4.54,111.21
2026-07-19 16:43:19.659309,"Cantonment Area, Delhi - DPCC",22,33.55,80.35,16.66,-0.04,39.62,10.95,6,38.1,28.29,74.69,3.14,118.86
2026-07-19 17:43:19.659309,"Cantonment Area, Delhi - DPCC",23,28.29,79.53,11.1,2.22,39.99,19.57,0,39.0,32.38,72.17,2.49,119.97
2026-07-17 18:43:19.659309,"Cantonment Area, Delhi - DPCC",0,26.8,87.41,15.37,0.42,40.05,16.78,0,39.0,28.84,65.05,2.72,120.16
2026-07-17 19:43:19.659309,"Cantonment Area, Delhi - DPCC",1,26.26,76.22,10.06,2.41,38.05,17.73,1,38.85,28.05,64.31,2.92,114.14
2026-07-17 20:43:19.659309,"Cantonment Area, Delhi - DPCC",2,21.53,88.08,11.68,0.06,41.8,20.66,0,39.0,32.51,62.32,3.66,125.41
2026-07-17 21:43:19.659309,"Cantonment Area, Delhi - DPCC",3,31.43,88.22,9.04,-0.86,39.67,12.79,0,39.0,29.2,76.84,3.55,119.01
2026-07-17 22:43:19.659309,"Cantonment Area, Delhi - DPCC",4,23.12,86.92,15.33,0.98,40.22,13.49,0,39.0,30.26,57.15,4.06,120.67
2026-07-17 23:43:19.659309,"Cantonment Area, Delhi - DPCC",5,21.92,76.39,11.08,0.71,40.18,17.82,0,39.0,29.26,70.49,3.05,120.53
2026-07-18 00:43:19.659309,"Cantonment Area, Delhi - DPCC",6,30.87,74.67,14.8,0.79,41.3,15.51,0,39.0,27.76,61.62,3.08,123.89
2026-07-18 01:43:19.659309,"Cantonment Area, Delhi - DPCC",7,30.89,86.92,13.01,-0.76,40.51,17.81,23,35.55,31.16,74.78,2.88,121.54
2026-07-18 02:43:19.659309,"Cantonment Area, Delhi - DPCC",8,39.43,83.99,20.8,-0.13,40.07,14.84,29,34.65,30.76,69.6,2.15,120.21
2026-07-18 03:43:19.659309,"Cantonment Area, Delhi - DPCC",9,38.35,87.73,18.61,1.22,44.19,14.16,29,34.65,28.85,60.17,2.66,132.56
2026-07-18 04:43:19.659309,"Cantonment Area, Delhi - DPCC",10,26.46,75.18,14.78,1.74,39.83,16.04,20,36.0,28.83,76.26,4.77,119.49
2026-07-18 05:43:19.659309,"Cantonment Area, Delhi - DPCC",11,18.41,73.78,9.42,1.68,36.18,14.45,0,39.0,29.64,59.23,3.62,108.54
2026-07-18 06:43:19.659309,"Cantonment Area, Delhi - DPCC",12,28.74,90.48,14.22,1.3,39.38,16.26,0,39.0,31.51,76.31,3.47,118.13
2026-07-18 07:43:19.659309,"Cantonment Area, Delhi - DPCC",13,21.98,72.26,15.28,1.38,38.45,17.06,0,39.0,29.47,60.38,4.73,115.35
2026-07-18 08:43:19.659309,"Cantonment Area, Delhi - DPCC",14,26.11,85.44,9.84,0.58,37.56,18.51,0,39.0,28.24,60.56,3.97,112.67
2026-07-18 09:43:19.659309,"Cantonment Area, Delhi - DPCC",15,34.72,78.79,11.2,2.43,41.6,11.34,0,39.0,27.4,62.51,2.67,124.81
2026-07-18 10:43:19.659309,"Cantonment Area, Delhi - DPCC",16,30.09,80.81,11.57,0.11,41.8,20.24,6,38.1,31.27,74.82,2.93,125.39
2026-07-18 11:43:19.659309,"Cantonment Area, Delhi - DPCC",17,27.36,86.75,20.24,1.72,39.23,15.99,26,35.1,31.91,70.83,3.45,117.69
2026-07-18 12:43:19.659309,"Cantonment Area, Delhi - DPCC",18,32.94,73.86,14.69,-0.37,40.58,18.46,17,36.45,33.11,61.98,4.93,121.73
2026-07-18 13:43:19.659309,"Cantonment Area, Delhi - DPCC",19,41.44,78.73,13.46,1.31,40.37,16.91,21,35.85,31.16,74.24,2.8,121.11
2026-07-18 14:43:19.659309,"Cantonment Area, Delhi - DPCC",20,37.82,88.33,15.51,-0.51,43.55,15.04,25,35.25,27.67,65.65,3.72,130.65
2026-07-18 15:43:19.659309,"Cantonment Area, Delhi - DPCC",21,32.57,79.47,8.66,2.59,41.08,23.66,0,39.0,33.22,61.54,3.51,123.23
2026-07-18 16:43:19.659309,"Cantonment Area, Delhi - DPCC",22,29.42,93.95,16.94,2.19,41.71,16.27,9,37.65,28.46,71.67,2.74,125.12
2026-07-18 17:43:19.659309,"Cantonment Area, Delhi - DPCC",23,25.24,77.86,10.31,1.06,42.19,14.09,2,38.7,28.77,60.48,2.93,126.57
2026-07-16 18:43:19.659309,"Cantonment Area, Delhi - DPCC",0,32.98,92.55,15.18,0.25,39.64,23.83,0,39.0,32.87,71.97,2.53,118.92
2026-07-16 19:43:19.659309,"Cantonment Area, Delhi - DPCC",1,20.33,79.21,13.01,1.83,36.87,20.2,2,38.7,33.31,62.84,4.95,110.6
2026-07-16 20:43:19.659309,"Cantonment Area, Delhi - DPCC",2,36.48,73.55,12.88,2.82,38.9,19.46,2,38.7,29.48,74.19,3.0,116.69
2026-07-16 21:43:19.659309,"Cantonment Area, Delhi - DPCC",3,29.96,83.52,11.96,2.75,38.58,16.98,8,37.8,29.73,64.49,2.98,115.73
2026-07-16 22:43:19.659309,"Cantonment Area, Delhi - DPCC",4,29.69,76.76,16.73,2.04,42.49,18.31,6,38.1,29.77,57.38,3.6,127.46
2026-07-16 23:43:19.659309,"Cantonment Area, Delhi - DPCC",5,34.02,93.08,15.21,1.91,40.78,22.82,0,39.0,31.39,68.59,2.92,122.33
2026-07-17 00:43:19.659309,"Cantonment Area, Delhi - DPCC",6,20.22,78.63,11.44,1.38,39.14,16.63,5,38.25,28.02,57.3,4.22,117.41
2026-07-17 01:43:19.659309,"Cantonment Area, Delhi - DPCC",7,35.93,89.18,19.15,1.14,39.89,18.7,28,34.8,30.34,65.67,2.37,119.68
2026-07-17 02:43:19.659309,"Cantonment Area, Delhi - DPCC",8,43.3,86.17,17.3,0.57,40.57,17.52,29,34.65,29.47,69.22,2.91,121.7
2026-07-17 03:43:19.659309,"Cantonment Area, Delhi - DPCC",9,27.0,87.33,15.43,-0.25,43.7,17.39,35,33.75,31.2,64.92,3.74,131.09
2026-07-17 04:43:19.659309,"Cantonment Area, Delhi - DPCC",10,34.87,93.97,18.31,0.22,44.38,13.55,31,34.35,27.43,60.98,5.0,133.14
2026-07-17 05:43:19.659309,"Cantonment Area, Delhi - DPCC",11,21.94,82.06,13.91,-0.01,38.27,25.14,5,38.25,33.07,68.26,3.55,114.8
2026-07-17 06:43:19.659309,"Cantonment Area, Delhi - DPCC",12,20.41,87.49,10.51,-0.83,41.92,11.25,2,38.7,27.89,59.87,3.69,125.75
2026-07-17 07:43:19.659309,"Cantonment Area, Delhi - DPCC",13,30.85,79.81,13.06,-0.82,37.74,12.52,0,39.0,28.77,76.93,4.18,113.21
2026-07-17 08:43:19.659309,"Cantonment Area, Delhi - DPCC",14,23.45,75.5,14.2,2.27,42.41,22.55,5,38.25,32.53,58.61,4.61,127.23
2026-07-17 09:43:19.659309,"Cantonment Area, Delhi - DPCC",15,32.77,91.88,10.33,0.74,38.15,16.57,8,37.8,31.79,68.41,3.52,114.46
2026-07-17 10:43:19.659309,"Cantonment Area, Delhi - DPCC",16,27.02,87.74,11.04,2.91,39.16,18.38,0,39.0,30.39,64.25,3.81,117.48
2026-07-17 11:43:19.659309,"Cantonment Area, Delhi - DPCC",17,38.54,83.18,12.6,2.48,41.36,19.98,25,35.25,32.88,71.66,2.99,124.09
2026-07-17 12:43:19.659309,"Cantonment Area, Delhi - DPCC",18,34.44,87.47,17.27,0.52,42.75,16.6,23,35.55,31.46,62.68,3.78,128.24
2026-07-17 13:43:19.659309,"Cantonment Area, Delhi - DPCC",19,29.95,81.11,12.79,1.33,38.42,20.03,18,36.3,33.13,64.99,3.22,115.26
2026-07-17 14:43:19.659309,"Cantonment Area, Delhi - DPCC",20,27.86,81.67,12.4,1.46,40.81,17.7,20,36.0,29.77,72.64,3.26,122.42
2026-07-17 15:43:19.659309,"Cantonment Area, Delhi - DPCC",21,17.08,80.01,11.04,0.07,37.39,17.93,0,39.0,33.14,64.66,4.49,112.17
2026-07-17 16:43:19.659309,"Cantonment Area, Delhi - DPCC",22,31.33,91.53,13.5,1.24,41.03,14.63,9,37.65,27.87,65.63,2.86,123.1
2026-07-17 17:43:19.659309,"Cantonment Area, Delhi - DPCC",23,24.88,88.73,17.26,2.5,42.1,22.96,7,37.95,32.1,63.32,3.27,126.29
2026-07-15 18:43:19.659309,"Cantonment Area, Delhi - DPCC",0,24.25,81.07,9.16,0.96,37.33,13.52,0,39.0,28.49,62.06,2.08,111.98
2026-07-15 19:43:19.659309,"Cantonment Area, Delhi - DPCC",1,34.25,84.58,12.54,2.59,41.01,16.28,0,39.0,31.79,60.31,3.16,123.04
2026-07-15 20:43:19.659309,"Cantonment Area, Delhi - DPCC",2,26.11,91.35,9.92,0.41,38.82,17.33,10,37.5,31.12,59.23,2.08,116.46
2026-07-15 21:43:19.659309,"Cantonment Area, Delhi - DPCC",3,35.21,91.5,16.03,0.09,39.94,11.43,10,37.5,28.73,72.52,4.0,119.82
2026-07-15 22:43:19.659309,"Cantonment Area, Delhi - DPCC",4,25.12,89.13,12.16,-0.01,38.64,14.46,5,38.25,27.83,74.95,4.91,115.93
2026-07-15 23:43:19.659309,"Cantonment Area, Delhi - DPCC",5,33.95,74.19,13.39,0.83,37.76,18.15,0,39.0,30.62,75.53,2.58,113.27
2026-07-16 00:43:19.659309,"Cantonment Area, Delhi - DPCC",6,31.01,84.75,13.66,0.18,37.62,15.67,5,38.25,28.87,74.3,3.56,112.87
2026-07-16 01:43:19.659309,"Cantonment Area, Delhi - DPCC",7,34.88,94.75,16.05,-0.04,44.46,19.04,32,34.2,29.85,58.28,4.11,133.39
2026-07-16 02:43:19.659309,"Cantonment Area, Delhi - DPCC",8,31.33,98.88,18.5,1.89,39.37,14.62,24,35.4,29.14,72.81,2.19,118.12
2026-07-16 03:43:19.659309,"Cantonment Area, Delhi - DPCC",9,38.51,93.72,20.34,-0.02,44.78,20.81,32,34.2,32.34,63.85,2.67,134.35
2026-07-16 04:43:19.659309,"Cantonment Area, Delhi - DPCC",10,32.79,96.12,21.44,1.31,40.75,20.3,32,34.2,32.68,64.89,4.33,122.24
2026-07-16 05:43:19.659309,"Cantonment Area, Delhi - DPCC",11,32.83,76.19,10.84,0.53,39.83,12.95,0,39.0,27.87,72.04,3.84,119.49
2026-07-16 06:43:19.659309,"Cantonment Area, Delhi - DPCC",12,19.42,77.7,10.93,-0.02,39.57,20.66,0,39.0,30.73,64.72,4.78,118.71
2026-07-16 07:43:19.659309,"Cantonment Area, Delhi - DPCC",13,29.5,83.03,14.15,2.04,41.3,18.19,2,38.7,32.93,66.14,4.38,123.9
2026-07-16 08:43:19.659309,"Cantonment Area, Delhi - DPCC",14,30.11,72.03,13.97,2.06,39.79,13.05,7,37.95,29.84,71.32,4.71,119.37
2026-07-16 09:43:19.659309,"Cantonment Area, Delhi - DPCC",15,19.39,89.87,12.87,2.11,36.56,12.31,1,38.85,27.49,71.52,3.37,109.69
2026-07-16 10:43:19.659309,"Cantonment Area, Delhi - DPCC",16,27.37,79.36,12.9,1.58,37.7,11.76,0,39.0,27.86,72.61,4.88,113.11
2026-07-16 11:43:19.659309,"Cantonment Area, Delhi - DPCC",17,34.9,79.73,12.39,-0.2,40.5,20.75,16,36.6,32.95,64.82,3.78,121.49
2026-07-16 12:43:19.659309,"Cantonment Area, Delhi - DPCC",18,26.0,86.82,17.52,0.73,38.92,16.76,19,36.15,32.2,66.09,5.05,116.76
2026-07-16 13:43:19.659309,"Cantonment Area, Delhi - DPCC",19,31.95,85.42,13.09,2.49,38.32,10.71,15,36.75,28.35,75.86,4.78,114.96
2026-07-16 14:43:19.659309,"Cantonment Area, Delhi - DPCC",20,24.85,81.53,19.45,1.19,39.7,23.27,21,35.85,32.16,66.65,4.57,119.09
2026-07-16 15:43:19.659309,"Cantonment Area, Delhi - DPCC",21,30.15,82.21,13.96,1.35,37.47,20.85,1,38.85,31.48,58.02,2.09,112.4
2026-07-16 16:43:19.659309,"Cantonment Area, Delhi - DPCC",22,38.61,79.69,13.2,2.43,38.94,16.85,3,38.55,32.16,64.75,2.36,116.81
2026-07-16 17:43:19.659309,"Cantonment Area, Delhi - DPCC",23,19.48,82.63,13.53,2.7,40.85,14.25,3,38.55,28.34,74.11,3.76,122.54
2026-07-14 18:43:19.659309,"Cantonment Area, Delhi - DPCC",0,33.76,92.07,12.87,1.23,37.52,22.02,0,39.0,32.86,67.37,3.43,112.55
2026-07-14 19:43:19.659309,"Cantonment Area, Delhi - DPCC",1,23.41,69.87,8.78,1.73,36.43,20.1,0,39.0,32.37,76.94,4.77,109.29
2026-07-14 20:43:19.659309,"Cantonment Area, Delhi - DPCC",2,33.69,87.94,13.27,0.38,36.92,20.14,1,38.85,32.92,65.76,3.49,110.76
2026-07-14 21:43:19.659309,"Cantonment Area, Delhi - DPCC",3,30.49,73.81,15.59,2.98,36.45,18.16,2,38.7,29.21,72.78,4.0,109.34
2026-07-14 22:43:19.659309,"Cantonment Area, Delhi - DPCC",4,26.14,89.09,14.56,0.46,42.76,17.35,8,37.8,29.46,65.94,2.18,128.27
2026-07-14 23:43:19.659309,"Cantonment Area, Delhi - DPCC",5,31.26,91.31,16.19,1.06,36.42,11.52,2,38.7,27.93,73.13,3.8,109.26
2026-07-15 00:43:19.659309,"Cantonment Area, Delhi - DPCC",6,35.03,86.31,15.28,-0.79,42.16,13.6,6,38.1,27.8,61.88,2.37,126.49
2026-07-15 01:43:19.659309,"Cantonment Area, Delhi - DPCC",7,46.76,90.89,18.34,-0.1,43.35,15.37,34,33.9,31.47,67.48,2.1,130.05
2026-07-15 02:43:19.659309,"Cantonment Area, Delhi - DPCC",8,33.77,86.09,20.67,-0.4,40.77,13.42,31,34.35,28.3,68.48,4.79,122.31
2026-07-15 03:43:19.659309,"Cantonment Area, Delhi - DPCC",9,26.39,76.86,19.74,0.32,43.33,21.66,28,34.8,32.02,58.41,4.45,129.98
2026-07-15 04:43:19.659309,"Cantonment Area, Delhi - DPCC",10,38.49,85.27,17.86,2.27,43.71,19.54,34,33.9,29.35,74.07,3.6,131.13
2026-07-15 05:43:19.659309,"Cantonment Area, Delhi - DPCC",11,26.49,72.75,12.74,0.65,38.97,23.29,0,39.0,32.94,71.39,3.24,116.91
2026-07-15 06:43:19.659309,"Cantonment Area, Delhi - DPCC",12,31.18,89.66,10.98,1.1,41.32,18.23,2,38.7,30.89,61.61,4.35,123.96
2026-07-15 07:43:19.659309,"Cantonment Area, Delhi - DPCC",13,16.61,80.56,13.08,0.47,40.09,20.77,0,39.0,29.94,69.46,4.66,120.26
2026-07-15 08:43:19.659309,"Cantonment Area, Delhi - DPCC",14,33.03,73.04,12.88,1.97,40.41,19.75,2,38.7,30.5,74.81,4.14,121.22
2026-07-15 09:43:19.659309,"Cantonment Area, Delhi - DPCC",15,28.28,91.31,9.3,0.68,38.5,22.74,0,39.0,32.8,70.1,2.28,115.49
2026-07-15 10:43:19.659309,"Cantonment Area, Delhi - DPCC",16,36.61,81.3,15.08,-0.16,37.33,23.05,6,38.1,31.63,73.4,3.21,112.0
2026-07-15 11:43:19.659309,"Cantonment Area, Delhi - DPCC",17,35.13,74.2,19.03,-0.95,38.8,24.53,21,35.85,32.82,72.72,4.82,116.41
2026-07-15 12:43:19.659309,"Cantonment Area, Delhi - DPCC",18,41.9,79.83,18.64,-0.54,42.5,16.43,23,35.55,30.34,58.4,2.64,127.5
2026-07-15 13:43:19.659309,"Cantonment Area, Delhi - DPCC",19,22.51,78.34,16.46,0.15,42.38,13.12,21,35.85,27.56,69.86,4.01,127.15
2026-07-15 14:43:19.659309,"Cantonment Area, Delhi - DPCC",20,33.81,99.64,18.97,1.53,43.8,17.43,28,34.8,28.11,75.84,2.36,131.39
2026-07-15 15:43:19.659309,"Cantonment Area, Delhi - DPCC",21,29.8,78.99,8.91,0.56,38.68,11.73,0,39.0,28.13,57.26,3.78,116.04
